Real,Imag
4.663345400,4.220772954
4.223799715,4.545136759
4.376563189,5.569987745
4.673656480,5.268417765
5.535173632,5.535627496
4.055715824,4.450357258
5.316708624,4.140956503
5.385714132,5.283926992
4.924503016,5.563900177
4.512987593,4.090299889
5.257872274,4.888372978
5.746677912,5.950070915
5.520052324,5.952244113
5.212334092,4.632213753
4.152159154,4.494013422
5.528096211,4.608198871
5.265499355,4.743607835
4.029340380,4.918216280
5.762592978,5.445836644
4.033833390,4.007538470
4.466221152,5.496845858
4.171027540,5.047797322
5.799341844,5.083292213
5.791717210,4.193357868
5.000001055,4.935274711
5.018822216,4.612933468
5.275130641,4.156301539
5.525306446,4.426164653
5.779404128,5.456916760
4.789050930,5.565709150
4.740251371,4.954739435
5.528958613,4.641136480
5.550674076,5.909871917
5.853535611,4.990089119
5.984572748,4.584161822
4.719228852,5.978492017
5.292706057,5.026694485
4.780611530,5.648043256
4.651760495,5.979412601
5.872569439,4.091306012
4.824634350,4.547864146
4.366320653,5.127943970
4.765293439,5.849504897
5.412839504,5.090868881
4.291257848,4.483885238
5.654674334,5.833452321
4.131289617,4.876463201
4.085026393,4.737655190
5.371118644,4.170272500
5.367050762,4.791367022
5.876040494,4.421797318
4.150000011,5.679690152
5.857888337,5.120188603
5.133754097,5.028132122
4.005688376,4.265870880
4.558024671,4.644456268
4.501520312,5.030162481
4.179616570,5.148431339
5.815458427,4.961747808
4.671911765,5.614679802
5.828412469,4.268777502
4.925983081,5.865766748
4.035443425,4.049608501
5.864566646,5.775719736
4.082635148,4.413447710
4.310421633,4.708271333
5.062717890,4.217498858
5.324733947,5.466171129
4.495566059,4.107108716
5.255870868,4.715782894
5.590008229,5.030240156
4.275995028,4.600720732
5.495203297,4.148250222
4.455922279,5.161942776
5.946164634,5.532901181
5.313418336,4.871624815
5.502135368,4.368260726
4.493774406,4.157480329
4.222977198,4.977584490
4.148384526,5.722413970
5.236903031,5.634433512
5.048171873,5.523941030
4.895585723,4.224461944
4.040163109,5.726227163
4.543463201,4.980566846
5.981622030,5.095501123
5.706916465,4.158592930
4.214194045,4.492672754
5.551448721,5.980997096
4.802617482,5.412109994
4.653770761,5.455107540
4.887997858,4.873829539
4.441655774,4.300077669
4.201277388,4.625700798
4.954953271,4.786423342
4.359816036,5.892473828
4.599711466,4.030019124
4.359381856,4.414282751
5.874554194,5.936283406
5.848171346,5.136634438
5.558364581,4.442569545
5.575344446,5.886119258
5.869556115,4.117558356
4.044706447,4.789664951
4.384162667,4.093446161
5.201689207,5.900731919
4.341213744,4.273021526
5.715403915,4.091769635
5.585640771,4.860889903
5.597560009,5.757462525
5.185749093,5.294957839
4.988720910,5.395301563
5.486517428,5.791835188
4.140739626,5.226827948
4.024004247,4.796992551
4.003829477,4.833927281
5.746719445,5.347357786
5.188710903,4.926934750
4.508465458,4.327728182
5.368626131,5.926564031
4.549798218,4.908620280
4.320416301,4.882114310
5.821987116,5.314309151
5.920069396,5.730236485
5.157260371,4.215781793
5.793774248,4.017288018
5.745671067,4.082674016
4.446349346,4.354574312
5.804433752,4.630493453
5.310868209,4.389291880
4.940477205,5.546681413
5.230580975,4.068568486
5.196525261,4.925868411
5.977031042,4.394822511
5.026419363,5.986078277
4.299422347,4.296415860
4.207889718,4.707231338
4.474662627,5.816189671
5.145621964,4.140123402
4.711197844,5.677409736
5.577119951,4.197866112
4.452023800,4.714365658
4.509119641,5.659559658
5.615233452,5.120633395
5.173986911,4.739827424
4.477071865,5.325697688
4.959986902,4.238002771
4.266369922,4.842548125
4.047883684,4.249867159
5.680622240,4.518429810
4.560049861,5.312660415
5.846205790,4.955531347
5.698839004,4.158104432
5.213756000,5.806821401
5.517316357,4.902918501
4.234946992,5.547568006
5.828521543,5.808249301
5.268389217,5.932716495
5.965911748,5.806416113
5.959563268,4.392514723
4.981264237,4.653869638
4.417305077,5.167434157
4.365704527,5.290064499
4.211599944,4.562512463
4.624303048,4.546300607
4.820030069,5.472698949
4.283610127,5.507897663
4.494195662,4.731487600
4.537530048,4.713711955
4.314973810,4.783571502
5.786365726,5.907225926
4.422233586,4.410378632
5.077896984,5.011073849
4.324183835,5.913453553
5.554284555,4.648666899
5.934377209,5.068894837
5.299921363,5.983085577
4.251788175,4.169323851
4.200337063,5.043138634
5.130758589,4.610238366
4.574819483,4.960391604
5.771313062,4.026189606
4.642626152,4.704641307
5.334223711,5.381090947
5.206930805,4.886914089
5.470610787,5.927926218
4.985596417,5.896807119
4.405094660,5.935762384
5.888565014,5.992597737
4.778431777,5.380771827
5.229956569,4.694236215
5.229078046,5.444899404
4.718246452,5.888697708
4.984381135,5.317042807
5.381977868,5.554702232
5.774697143,5.014468838
5.535408151,4.538505982
5.003566804,5.868355460
5.820926662,5.314175214
5.210124126,4.170400741
4.831465787,4.636300936
5.107767207,5.112292439
4.643491866,5.622044466
4.053499213,4.889070258
4.787444365,4.234393761
5.742632649,5.692497125
4.459602778,5.465247629
5.161882650,4.521023840
5.917168046,5.148789058
5.777453015,4.189662814
5.688424705,5.097435193
5.400479216,4.339975550
4.668942777,5.191959307
5.838014334,5.009678901
5.790057406,4.118890140
4.942869689,5.829645722
5.208757573,5.226770475
4.251277374,4.213747530
4.589936249,5.934775352
5.941300288,5.470079518
5.012497107,5.856665142
4.575397415,4.610016219
4.628707660,4.722170472
4.162031229,4.887776599
5.661077403,4.207608867
4.323466087,4.122716099
4.835087368,5.123249700
5.456484425,5.215588196
4.736421379,4.337093912
5.815079237,4.005583991
4.064803337,5.065459119
4.124321135,5.020962665
5.814505018,5.829958591
5.503734415,5.877684169
4.998801707,5.253524748
4.579089396,4.055365784
4.574374131,4.635316156
5.714917202,5.057086879
4.615942908,5.597751478
4.223296669,4.063925902
5.531147875,5.084969983
4.852441405,4.004571847
5.901678049,4.817055879
5.779571871,4.363158899
5.792262222,5.927198147
5.319829643,4.394272485
4.816718382,5.303679299
5.610326612,5.872036746
5.557643361,5.811419092
5.362056095,4.395436514
5.337279058,5.332624967
5.334628967,5.245625726
5.195546431,4.936509847
4.802088276,5.744986075
4.534849273,5.318727152
5.905931465,4.907909991
5.534250391,4.064839094
4.901351641,4.337853882
5.020202902,4.927802513
4.636748280,5.643699945
5.632249912,5.460968019
5.219519661,4.062655185
5.122808136,4.595331173
4.609553900,4.274489511
4.152159655,5.256411434
5.016356956,4.825782608
4.065948782,4.483855228
4.815635045,5.473110013
5.022288769,5.352769585
5.391777941,5.550737183
4.116514572,4.154602389
5.256552592,4.586932538
4.723385965,5.935774952
5.111107102,4.924686596
5.077752489,5.920297824
5.718330145,5.643736122
5.966190786,4.400306127
5.968235082,5.100797657
5.766669634,4.291160516
4.316469679,4.278788499
4.304803359,4.722625119
4.415169347,5.221301448
4.551567390,4.012507151
5.000286275,5.682984663
4.397016837,5.939666084
5.982552260,4.732200559
5.197453942,5.292864946
5.112792737,4.235296012
4.739375726,4.042406310
4.729155452,4.086243436
5.969608514,4.987966925
5.748265760,4.059657108
5.596937442,5.514999181
4.418541421,5.992275848
5.798417840,4.928297059
5.387185332,5.268163829
4.971852448,4.498844964
5.374249759,5.239426045
5.468236533,4.450006250
4.709106408,5.320649753
5.795205020,4.604451558
4.302673397,4.220240822
4.209831555,5.339783363
4.699752766,4.828288572
5.500549151,4.723349954
5.849388565,5.537500309
4.974543731,4.874876489
5.775404016,4.012010463
4.110445814,4.758802706
4.489792294,4.377555984
4.524604667,5.396293051
5.729884021,5.407397689
5.385641234,4.165081552
4.495379861,5.727797435
5.290666640,5.779935849
5.656183340,5.050231648
4.276896242,5.460408020
5.618722561,4.404320210
5.998277107,4.985547459
4.450156504,4.237757485
4.057320978,4.535767461
5.234443555,5.498704942
4.676674447,4.383242303
5.408542432,4.596129121
4.061378649,5.350675856
5.534221370,4.799562450
4.874092249,5.483222762
5.993394615,5.094941908
5.250643989,5.704316642
4.069766780,4.554636981
5.194352537,4.632700375
5.150536268,4.938190070
5.717020795,4.884390826
4.282927611,4.865094530
4.170107942,4.569461915
4.274281178,5.352481541
5.801203244,5.791317161
4.492593921,4.679382532
5.355089686,4.071966254
4.874979282,5.531232912
5.056315706,5.664443426
5.950722021,5.411161948
4.943110896,4.611891201
4.190881594,4.065170014
4.226293686,4.044993127
5.496979313,5.072632598
4.662756213,4.685596624
5.322399364,4.231527238
4.145379614,4.779980493
4.231756689,4.987596260
4.150339639,4.910853556
5.305051921,4.135602125
5.044632719,5.549341008
5.233859222,5.603610704
5.845065905,4.733092774
4.148899331,4.251994900
5.272383369,5.389621563
4.586901599,5.685057586
4.055696377,4.957736837
5.512252576,5.870174602
4.546851968,5.193342011
4.822538386,5.888941838
4.239774838,5.265682402
4.579195096,4.089581926
4.535089693,5.814412847
4.678057669,4.862056679
5.926688192,4.518305644
5.040684532,5.852368737
4.413726670,5.300460474
4.512754799,4.538409176
5.708988214,4.007152767
9.361497850,10.175205029
10.991010061,9.160076792
9.661645768,9.351369377
10.633088574,9.959810215
10.707736895,9.086998407
10.107143257,9.142750622
10.114476131,10.305767865
10.035003144,9.543621678
9.421869050,9.818547144
9.846279327,9.554806211
9.884305538,9.437587986
9.761734088,10.189017491
9.106707568,10.676470070
9.133098776,10.071036339
9.882082436,10.068523549
10.035598142,10.978746096
10.907110725,9.177935912
10.917906214,10.619788607
9.978543268,10.631587201
10.777224581,10.931190304
10.683755244,9.674899616
9.733959126,9.094612224
9.553941864,10.770557260
9.873708280,10.930128446
9.299832419,10.840235063
9.127009247,10.987159887
9.731112343,9.695047664
9.142300381,10.359290677
9.168633936,10.014447433
10.447495673,10.335569585
9.805165489,9.372816682
10.307082382,10.459842050
10.531908419,9.298598474
10.213199902,9.365851813
10.596412264,9.465202767
10.303035133,10.372447568
9.141431944,9.891328797
10.486453249,9.050592968
9.545576165,10.620624870
10.563798922,10.732018196
9.528260669,10.083721579
9.369671278,10.665949063
10.471248112,10.561713884
9.717491398,9.239040651
9.521021707,10.690016549
10.675163262,10.658224366
9.569766891,9.918392923
9.239831419,10.238167451
10.369503160,9.713046834
10.219610838,9.788635133
10.833880841,9.725109568
9.645932055,9.573405565
10.716955627,10.118966502
9.870747799,9.740676001
10.806473731,10.750501174
10.433257717,10.422138624
10.003962394,10.003172318
10.746699031,10.497511779
9.289204533,10.452166782
10.118513177,9.334853267
9.528428236,9.194929687
10.520020193,9.560924638
9.729970651,10.357869018
9.921204559,9.012786347
9.973267986,10.550232754
9.397445953,10.918084352
9.419023454,10.333232149
10.074268583,10.558828615
9.295039829,9.053158862
10.902719088,10.886979639
9.105446886,10.862729619
10.497249093,9.846313080
10.440482060,10.179659849
10.713154031,9.699169360
9.682106749,9.622960255
10.710401689,10.263959650
9.730293092,10.117345144
9.430025182,10.326549787
9.989562413,10.792179603
9.317342704,9.901485838
10.999798734,9.229318620
9.344896322,10.889301602
10.004734450,9.841966077
9.183566122,10.173575837
10.498750913,10.075729872
9.837627325,10.281462499
10.921068926,10.512586900
9.100912837,10.905777172
9.850354435,9.150642373
10.193880826,9.381230592
10.764690706,9.590969693
9.535525926,9.301334864
10.254882847,9.640292134
9.215284219,9.366397916
9.540272642,10.973701975
9.891899740,9.455957078
10.793972109,9.874540549
10.898684678,10.606797105
9.460763905,10.764131278
10.397851277,10.849186578
9.698211352,9.185107600
10.767245683,9.662079316
9.751861402,10.636733018
9.976728459,9.136848977
10.713492105,9.941220123
10.073995527,10.891007412
9.910063765,10.520232520
10.375293430,9.860229866
10.343391102,10.032514782
9.395550253,9.318524773
9.075820443,9.668515529
9.082248245,9.454495353
9.333385513,10.659660107
9.036316258,9.083490867
10.945111644,10.137549455
10.090373256,9.331961683
10.487096734,9.047754079
9.793834210,9.531506414
9.446921324,9.182706172
10.052153701,10.975074073
10.522912868,10.219892570
10.526965980,9.175204523
10.873699338,9.599818669
9.755873085,9.786853303
10.582731233,10.993439556
10.398116821,10.124219404
10.938083931,9.107595023
9.898435322,9.035549690
10.720861632,9.105047230
10.803361441,10.091458720
9.823296915,9.169013099
9.890652432,9.134923480
10.327048668,9.615206492
9.018271850,9.362465842
10.980053132,10.614433389
10.602763884,10.831842722
9.187905436,10.254004671
10.930620270,10.986702186
10.022509170,10.401661523
10.911217220,10.864843125
9.541228271,9.930456759
10.890874234,10.982860292
9.822583901,9.831317451
10.619255901,10.652706812
10.141056966,9.970155465
9.683756422,10.865914648
10.390412612,9.365898165
9.904369240,10.379173913
9.489643056,9.800284159
9.683572200,9.336901097
9.297201168,10.774165581
10.239800485,10.376598873
10.376254311,9.332192703
10.852149414,9.524564029
9.317405377,9.364397694
9.449744185,10.495688781
10.741714329,10.321870168
9.608865060,10.185129107
10.750620204,10.734088103
9.495688740,10.602955090
10.561518069,9.044501775
10.463183918,10.088820894
9.290326009,9.877250526
10.147267197,10.114424537
9.469940423,9.484245832
9.953938213,9.965702085
9.015457657,10.359090527
10.967541589,10.670940153
10.706158175,10.704276051
9.112655885,9.541798222
10.243174480,9.554432218
10.211458572,9.681008865
10.868709830,10.994017461
9.891715207,9.446522798
9.546419217,10.047663374
9.844222882,10.521017493
10.736821907,10.596118662
10.005173583,9.538188699
9.032540342,10.203366171
9.463224732,9.334293329
9.059302989,9.048365352
10.747274146,10.319000728
9.131510303,10.967237456
9.690766508,10.994077687
9.345659818,9.021576899
10.352377007,9.993838892
9.169428415,10.135269281
9.116959754,10.468618351
10.425664661,10.988434926
10.282732618,10.560295027
9.231763544,10.010375759
10.697092885,9.171272276
9.919594482,10.951924001
9.531925224,10.304653278
9.528937466,10.567877643
10.867459524,10.354849736
10.777939879,10.355438478
9.247359700,10.398291483
9.859676122,9.469326355
9.975530294,9.050404577
10.422132988,10.612361365
10.324898562,9.524611007
9.045750213,9.491373903
10.611255083,10.095850041
10.293082345,10.680152156
9.248392448,9.609478488
9.107879995,9.206588446
10.097133652,9.050075555
9.485237171,9.921680463
10.381847265,10.847694434
10.088655908,9.160325902
9.772871980,10.377842203
9.758197880,10.143970297
9.839324321,10.506550004
10.946913984,10.948712756
9.946600646,10.065418340
10.167567276,9.061817740
10.406416958,10.937687774
9.544434927,10.450615273
9.168573481,9.006926842
9.011211713,10.319981268
9.880199389,10.629179966
9.353956092,9.951192333
10.385808636,9.489464520
9.414070869,9.477785562
9.362495201,10.592800167
9.145631870,9.109236307
10.421781652,10.295774443
10.300700810,10.287903029
9.842903532,9.900381008
9.964522962,10.923192941
9.539170953,10.003001632
9.194945092,9.490786739
10.300561871,9.833068188
10.361382017,9.036764133
10.300516053,10.437493949
10.456327198,9.038875227
9.930973031,9.704502750
10.924594534,9.402323892
9.528110575,10.253088796
9.959694698,9.959742485
9.058891020,9.818383719
9.161816995,10.473649430
9.770380875,10.166554305
10.850515945,10.962673095
10.446306607,10.215093567
9.014899938,10.859358417
9.725514834,10.258067737
10.724840471,10.658565230
10.876520553,9.147485433
9.106771596,9.935113432
10.187520009,10.113919994
9.435160815,9.528933973
9.653736546,10.115171819
9.028835329,9.479925379
10.923555973,9.962150205
10.094906241,10.467466161
10.562080023,10.188406611
9.569794233,9.282583604
9.819422588,9.261388292
9.022366191,9.713852563
9.877234514,10.761289948
10.286640387,9.663197251
9.366395534,9.626952756
9.415700882,9.759447703
10.179368085,10.686469724
10.939008099,10.723780313
9.629250761,10.720772582
9.105617257,10.371898364
10.575605411,9.562982698
9.536839841,10.345454794
9.845377175,9.919456400
9.093373153,9.810494562
10.715747631,9.365818877
10.719373791,9.717340823
9.075901714,9.086272603
9.873068928,9.430035042
9.212345417,9.603826470
10.435553531,9.758737170
9.773062502,9.331228149
10.091049183,9.516059507
9.689627645,10.332097493
9.865571909,9.444151143
9.329930099,10.904665522
10.649099622,9.888406917
10.098340513,10.804578374
10.781121832,9.933822175
10.317544637,10.524219147
10.025064776,9.375639173
10.725194421,10.648367752
10.140192480,9.505688879
10.379559659,9.503658446
10.430318715,9.358087793
9.574857921,10.421093498
10.651569705,9.445456046
10.315309247,9.271316305
10.967111741,9.679821388
9.799055742,10.385789840
9.720721947,10.904970980
9.771458393,10.143451950
10.305975535,10.097583641
9.412552603,10.199195688
10.358577453,10.934858268
10.915645717,10.421156774
10.389259694,10.378526582
9.556163984,10.231393517
10.103676446,9.805367665
9.345329174,10.712550676
9.360634061,10.906802646
10.711438426,10.862172786
10.658156651,10.564026842
9.122099675,10.436658249
10.058352793,10.933346626
10.877341817,10.123797923
9.861992333,9.007783401
9.202005193,10.609575739
9.308960403,10.820911537
10.570921285,9.407622839
10.585458412,9.849521571
9.616251129,10.640084960
10.386214121,9.282596334
9.381533401,9.882904068
10.416348416,10.302686307
10.520240495,9.549614981
10.434618993,9.297223360
9.647479308,10.616799662
9.682554989,9.819207029
10.427249110,9.008996859
10.731904074,10.106798681
9.805953974,10.849645999
9.237991536,10.502384860
9.007223430,9.748657048
9.791509515,10.594214657
9.512950022,10.090497321
10.895038983,9.115330275
10.510104065,10.834271929
10.633169665,9.221188964
9.306056032,9.711653876
10.834607945,9.152052610
9.083954073,9.761397182
10.948402671,10.046032927
10.948601417,10.483156487
9.083533226,10.062393763
10.572146760,10.549095581
10.868234345,10.395266821
9.409105900,10.656465741
9.980565456,10.228560173
9.015284208,10.899039133
9.030802998,10.058990980
10.319246044,10.826540834
9.164765450,10.054595201
9.203454723,9.218331376
9.984699366,9.439027998
9.442393901,9.512986050
10.082760810,9.715718167
9.312594376,9.900539555
10.041931714,9.358255714
10.713851301,10.380857345
9.777214078,9.790385102
10.993355102,10.530609644
10.078629414,10.280639519
9.949283047,10.164815008
9.467765062,9.287897566
9.453934410,10.546602583
10.416216087,10.562422168
10.008082856,10.104342493
9.067077588,9.384380583
10.714482747,10.565179133
10.896048517,9.520491322
10.580847921,10.728105576
9.311003479,10.533779061
9.380076532,10.736213659
9.355108206,9.654809395
9.676502763,10.547271315
9.253522893,10.911141021
9.975675969,9.548981722
9.871701328,10.719599421
9.334481208,10.189172041
9.642552381,10.703050073
10.770951798,9.668981466
9.539880722,10.766673334
10.166939356,10.745848474
10.839910922,10.954706100
9.009034126,9.207977979
9.356209569,9.181960195
9.465925558,9.494279844
9.184525838,10.149360324
10.044684258,10.347135123
9.684269121,10.978941060
10.369664543,9.790961552
10.761654110,10.309242974
10.612531843,10.540992344
10.986287098,9.532208926
9.988922031,10.411729646
10.098031625,10.078444751
9.414238368,10.728064327
9.228166335,9.701074634
10.583673017,9.277921368
9.362376853,10.637655395
9.899715413,9.440096402
9.381424913,9.479454692
10.557651469,9.496028316
10.801621659,9.975015759
9.379287886,10.025116729
9.254531343,9.067702734
10.975329449,9.369026271
10.207181789,10.225174487
9.671298008,10.316419199
9.571640679,10.203239655
9.360455656,10.002527365
10.767570161,10.468134318
9.167205119,9.627847729
9.539763610,9.921098910
10.466895295,9.442628515
10.275827953,10.689978705
10.485150292,9.676998224
10.320362003,10.639417621
10.442001444,9.408535168
9.676177464,9.618737595
10.044587062,9.155154973
9.410077644,9.018408860
10.510395457,9.769903591
10.898118923,9.911947698
10.927620162,9.403856189
9.494853873,9.163939424
9.416821967,10.520530801
10.489535619,10.511004225
10.876181598,9.341600758
9.182229918,9.262660384
10.754511504,9.731593845
10.908259751,10.643252160
9.775414842,10.348415703
9.053583800,9.065006721
9.940436870,9.057168526
9.056460707,9.329453339
10.461981082,10.189196852
9.893757079,9.855720196
10.168580561,9.374315571
10.761174823,9.229598017
10.315071441,10.792506531
9.956713955,9.018118241
10.034957427,9.575390181
10.776126863,10.753865490
10.728973261,9.153447884
9.238194526,9.065929090
9.980776691,10.788383609
9.722707876,10.268386591
9.418964979,9.704249072
9.878307908,9.000370533
10.840394435,10.586772332
9.654224081,9.482741495
9.215085693,9.626500757
10.733976539,9.833477670
9.089452189,9.210072399
9.509928884,10.635191694
10.916295245,9.521754938
10.112906522,10.664558337
10.423364386,9.189701398
9.290219812,9.213023421
9.117733146,10.967301366
9.644264091,10.305159360
10.564192437,9.033739964
9.298552823,9.533090908
9.260953317,10.245798112
9.869044838,10.026554160
10.638721385,10.622076336
9.946593693,10.006266570
10.774235960,9.852736365
9.964012035,10.193081083
10.840669157,10.823669565
9.678608830,9.975894475
9.107359761,10.417668111
9.692585066,9.735013926
10.334405578,9.863637759
9.534423189,10.742968954
10.198550846,9.484020145
9.040518186,9.384613205
10.366949275,9.343759358
10.246601774,10.308957334
10.644338261,10.561979911
10.277380839,10.943594566
9.540492641,9.299548805
9.750819195,9.850635205
10.781248497,9.102897192
9.814004638,9.538436261
10.752576190,9.825080087
9.076188097,10.548377525
9.492273237,9.534485116
10.529513732,9.515432227
10.814172454,9.415120743
9.453001975,9.684644809
10.979996704,10.656329692
9.082294290,9.002632535
10.871099551,9.634721904
10.793172305,10.610929068
9.956096305,9.350138191
9.224772709,10.852436456
9.044566550,10.738888464
10.479152389,10.516845939
10.240468937,9.379164905
9.313980012,10.519953602
9.164271441,9.689781435
9.348279816,10.067850748
9.641764665,9.930322878
10.340805251,10.204450721
10.759696682,10.932723821
10.226521664,9.140767124
9.973006106,10.282538593
9.759520398,9.634723820
10.057425979,10.488907007
9.181614166,9.181208752
9.593258145,9.576609138
10.398921329,10.636303887
10.289392409,10.291696349
10.410337262,10.272369307
10.521163649,9.906653002
10.887097404,9.350460832
10.871851715,10.436425151
9.376364928,10.747858830
9.667798922,9.129210242
9.147682756,10.483158209
10.860856757,10.963627607
10.373585088,10.943115605
9.475013100,9.925084568
9.045779146,9.523015617
9.170543622,10.539007621
9.470917546,10.537423035
10.024934919,9.592825250
9.904977297,10.505171700
9.734346252,10.433055725
10.245947255,10.653074731
10.260853007,10.692295515
9.967578419,9.418129788
9.603241835,9.375871256
9.017241394,10.198918025
9.509959240,10.824100975
9.480077389,9.477851991
9.450212612,9.558195211
10.620114999,9.517843769
10.637493260,10.190479874
9.530635812,10.692424431
10.922898570,10.626571678
10.846520912,9.223766755
9.929898659,9.982011652
19.397480057,20.679830050
20.576322417,19.358779543
19.242893840,19.384182016
20.375244057,20.900631907
20.324537057,19.836278564
19.022677640,19.047899320
20.086736332,19.820794544
19.474261725,19.332872781
20.345382937,19.756305900
20.467162544,20.619827677
19.690147719,20.171749262
19.809566924,20.754689894
19.504889144,19.215371010
19.558851826,20.969359291
20.701526516,19.303512295
19.701129907,20.870643068
19.027392030,20.067118370
20.279164551,20.762598959
19.307814841,19.850933714
20.847260814,19.991054135
20.187924008,19.734509066
19.899268483,19.044837716
20.516677634,19.402713154
19.846874154,20.718308935
19.384974156,20.342201589
19.786098442,19.083874036
20.513235893,19.290966596
19.415770243,20.807856273
19.652148113,20.050833655
19.620263274,20.735001001
19.773819927,20.434614187
20.290197898,19.831561041
20.062032215,19.914523834
20.830936767,20.391718209
19.926710204,20.335821160
20.498726260,20.360395243
20.231091039,20.150955447
19.911825952,20.433600427
19.057645640,19.583110727
19.723332252,20.556479484
19.172808695,20.561129157
20.137583771,19.887061436
20.810448716,20.950330832
20.166643982,20.498298777
20.705479396,19.342555421
19.975418115,19.076498143
19.178637663,20.186337754
19.933356023,19.333221164
20.612071682,20.819131126
19.473640408,20.785749147
19.975673193,20.476648280
19.788303649,19.196136102
20.844852661,20.713967477
20.125500178,20.276336788
20.234831944,20.481244759
20.918479611,20.117305350
20.392645187,19.982885966
19.605447431,20.613467284
19.652527562,19.742789231
20.314392926,19.899974785
20.011811480,19.350291371
20.432407938,20.769344809
20.646111288,19.677343769
19.554130836,20.352836580
19.748613906,19.073990094
20.144164638,20.821275828
19.097964560,19.149576858
20.461077155,19.220680985
20.128122039,19.961130594
19.164338381,20.117509769
19.981701443,20.806216127
19.413678750,20.622171604
20.013980945,19.524260617
20.766999128,19.595745834
20.230208582,19.419238293
19.302192188,19.238560766
19.597031111,19.433373662
